 ,%Area,IntDen
200,27.000,329873.000
201,28.000,335221.000
202,25.000,293343.000
203,27.000,346853.000
204,27.000,278088.000
205,39.750,2107833.000
206,27.250,283077.000
207,27.500,293078.000
208,27.250,276410.000
209,31.500,602358.000
210,25.250,275836.000
211,36.500,1452852.000
212,25.000,267084.000
213,27.750,290499.000
214,37.250,1640118.000
215,27.000,319834.000
216,28.000,333602.000
217,27.000,353447.000
218,29.500,286628.000
219,25.250,297320.000
220,38.500,1728141.000
221,27.250,328679.000
222,29.250,451599.000
223,36.250,1166677.000
224,39.250,1851911.000
225,27.500,300940.000
226,36.000,1910745.000
227,27.750,333535.000
228,27.750,292054.000
229,23.000,226079.000
230,23.750,240151.000
231,19.750,239664.000
232,18.250,201046.000
233,20.500,217808.000
234,33.750,838655.000
235,26.500,314612.000
236,24.500,245713.000
237,27.250,290261.000
238,27.250,300889.000
239,26.250,294039.000
240,27.000,277460.000
241,37.500,1911450.000
242,38.750,1480915.000
243,36.500,1760437.000
244,25.000,290989.000
245,21.250,237838.000
246,24.500,271749.000
247,28.250,315128.000
248,26.750,309781.000
249,25.000,263854.000
250,34.750,950565.000
251,21.000,205657.000
252,23.750,278883.000
253,26.000,265279.000
254,25.750,232026.000
255,21.500,284605.000
256,9.000,179319.000
257,17.750,189749.000
258,26.000,246633.000
259,37.750,1562715.000
260,29.000,360908.000
261,27.750,285972.000
262,27.250,292777.000
263,28.500,367008.000
264,25.000,265032.000
265,28.000,316637.000
266,24.750,274903.000
267,28.250,369368.000
268,38.500,2106288.000
269,29.000,321114.000
270,27.250,282917.000
271,26.750,282002.000
272,27.250,282619.000
273,26.750,308654.000
274,25.750,306822.000
275,27.750,273447.000
276,29.250,299530.000
277,27.250,300512.000
278,26.500,267881.000
279,27.250,286121.000
280,25.500,259059.000
281,26.250,298919.000
282,40.000,1994602.000
283,25.000,266679.000
284,28.250,298067.000
285,30.000,325929.000
286,33.000,892808.000
287,27.750,266056.000
288,25.250,287706.000
289,26.250,266339.000
290,37.500,2001751.000
291,27.750,283828.000
292,37.750,1694864.000
293,29.000,298391.000
294,28.750,355027.000
295,24.750,259195.000
296,27.250,271373.000
297,25.000,285701.000
298,26.750,279786.000
299,38.250,1892150.000
300,29.750,450270.000
301,28.000,383154.000
302,32.250,719702.000
303,28.250,316065.000
304,34.000,862956.000
305,36.000,1850204.000
306,37.500,1262240.000
307,40.000,2169808.000
308,27.250,327048.000
309,35.500,853291.000
310,37.250,1546319.000
311,38.000,1401132.000
312,32.000,566166.000
313,26.000,406428.000
314,39.000,1994147.000
315,24.750,257381.000
316,27.000,255030.000
317,40.000,1998115.000
318,27.000,295826.000
319,23.500,237999.000
320,11.250,167411.000
321,23.000,210003.000
322,26.250,253917.000
323,25.250,261925.000
324,28.000,282154.000
325,26.750,276628.000
326,27.750,297544.000
327,40.750,1978542.000
328,25.750,276681.000
329,28.250,285101.000
330,35.000,1271815.000
331,27.500,290262.000
332,27.750,287771.000
333,26.000,268475.000
334,28.000,335785.000
335,25.750,270453.000
336,27.000,272344.000
337,24.750,256609.000
338,26.750,330875.000
339,27.750,309144.000
340,26.000,266388.000
341,28.000,329381.000
342,25.500,277051.000
343,26.750,278286.000
344,25.500,267627.000
345,38.250,1573870.000
346,28.750,340779.000
347,27.750,274900.000
348,27.750,281678.000
349,25.500,258682.000
350,37.250,1700621.000
351,30.000,491560.000
352,39.500,1937944.000
353,28.000,301424.000
354,30.250,335515.000
355,38.500,1830506.000
356,28.500,314643.000
357,26.750,321595.000
358,24.500,245257.000
359,37.250,2070367.000
360,27.000,257456.000
361,26.500,257393.000
362,27.500,353768.000
363,27.000,266540.000
364,26.750,284529.000
365,35.750,1045341.000
366,25.000,241884.000
367,25.500,338099.000
368,26.500,280491.000
369,34.000,812528.000
370,34.750,859593.000
371,26.250,266700.000
372,38.250,1745567.000
373,27.250,321218.000
374,23.750,238993.000
375,33.250,938188.000
376,24.250,238963.000
377,25.250,245740.000
378,36.500,1263216.000
379,35.750,1125695.000
380,27.000,301042.000
381,25.750,247156.000
382,34.500,917030.000
383,25.000,204424.000
384,11.000,162952.000
385,24.000,261690.000
386,27.000,273364.000
387,37.250,1763201.000
388,27.500,273664.000
389,26.500,264584.000
390,25.750,267341.000
391,31.250,784888.000
392,25.500,265416.000
393,27.500,335064.000
394,35.250,1221268.000
395,28.000,287418.000
396,27.250,294465.000
397,40.000,1887182.000
398,28.000,275365.000
399,24.500,267148.000
400,28.250,275640.000
401,27.250,279903.000
402,26.750,277235.000
403,29.000,323378.000
404,28.750,307629.000
405,27.250,309115.000
406,24.500,251030.000
407,27.750,269283.000
408,41.000,2160655.000
409,27.750,277281.000
410,28.000,307355.000
411,26.000,272451.000
412,27.750,264424.000
413,35.250,1357722.000
414,26.750,285028.000
415,27.000,270759.000
416,28.500,302086.000
417,27.500,273801.000
418,26.250,255062.000
419,28.000,270419.000
420,36.500,1313223.000
421,28.250,366684.000
422,26.500,291230.000
423,26.500,263699.000
424,27.500,262886.000
425,27.000,263556.000
426,27.500,278179.000
427,26.500,253315.000
428,25.000,331757.000
429,27.250,275237.000
430,26.250,298261.000
431,39.000,1654704.000
432,27.500,289744.000
433,27.750,283103.000
434,27.500,257786.000
435,33.750,1062578.000
436,27.750,336316.000
437,24.250,240839.000
438,24.750,261363.000
439,27.000,289651.000
440,25.500,251043.000
441,37.500,1201619.000
442,27.250,259327.000
443,35.000,1271474.000
444,27.500,259929.000
445,36.750,1526108.000
446,23.500,193551.000
447,23.000,234222.000
448,10.500,200817.000
449,19.250,219802.000
450,26.750,265333.000
451,27.000,265412.000
452,27.000,268695.000
453,25.250,261418.000
454,25.250,289276.000
455,29.750,441478.000
456,25.750,292587.000
457,28.250,283232.000
458,28.000,286323.000
459,28.500,315363.000
460,28.250,304230.000
461,26.250,298250.000
462,27.250,267561.000
463,25.000,264915.000
464,41.000,2189237.000
465,27.500,286397.000
466,28.000,277508.000
467,27.750,279184.000
468,24.500,272455.000
469,28.750,298067.000
470,24.500,247815.000
471,39.000,1659061.000
472,27.500,271957.000
473,27.750,317299.000
474,26.750,313830.000
475,24.500,258123.000
476,38.500,1576030.000
477,25.250,259623.000
478,28.500,333684.000
479,27.750,330314.000
480,27.750,318062.000
481,28.000,275416.000
482,25.250,307334.000
483,37.000,1132206.000
484,34.000,759001.000
485,39.000,1954238.000
486,37.500,1370537.000
487,38.250,1676752.000
488,27.000,282930.000
489,36.250,1654511.000
490,26.750,252415.000
491,24.750,255944.000
492,29.250,509896.000
493,27.000,309394.000
494,26.250,255530.000
495,27.750,310694.000
496,29.000,351724.000
497,24.500,217441.000
498,28.000,319979.000
499,25.500,341418.000
500,27.250,291104.000
501,31.750,616370.000
502,25.750,272022.000
503,28.250,333654.000
504,27.500,314964.000
505,27.250,280555.000
506,38.750,1924398.000
507,35.750,1634385.000
508,38.000,1539241.000
509,19.750,175517.000
510,24.000,217214.000
511,22.250,144847.000
512,5.500,66674.000
513,19.250,206535.000
514,27.000,257371.000
515,25.750,264315.000
516,26.250,260144.000
517,25.750,259967.000
518,26.250,264939.000
519,39.000,1840052.000
520,30.250,335291.000
521,27.500,291482.000
522,27.750,289829.000
523,27.750,287412.000
524,36.750,1522047.000
525,25.750,267457.000
526,28.500,287486.000
527,27.500,278937.000
528,27.750,277683.000
529,28.500,328754.000
530,27.000,274596.000
531,24.750,248188.000
532,26.000,301023.000
533,27.000,269876.000
534,27.250,272599.000
535,39.500,2175531.000
536,26.500,278274.000
537,27.500,269694.000
538,24.750,247334.000
539,26.250,250441.000
540,40.500,2042531.000
541,37.250,963823.000
542,27.500,271924.000
543,38.000,1719292.000
544,34.000,785795.000
545,26.000,299336.000
546,24.750,305620.000
547,26.500,246715.000
548,27.250,329152.000
549,27.000,260719.000
550,28.000,341440.000
551,27.250,276531.000
552,26.250,253835.000
553,25.500,273037.000
554,26.250,248017.000
555,24.750,257136.000
556,27.750,326900.000
557,27.250,303818.000
558,27.000,259787.000
559,26.750,249717.000
560,25.000,251769.000
561,25.000,239480.000
562,23.750,225158.000
563,24.250,236750.000
564,26.000,244306.000
565,38.750,1841093.000
566,27.500,275321.000
567,26.250,290696.000
568,25.000,240614.000
569,25.500,258758.000
570,25.500,258544.000
571,36.000,1455439.000
572,24.250,226658.000
573,26.750,251131.000
574,37.000,1481798.000
575,20.500,207675.000
576,9.750,132061.000
577,17.750,175666.000
578,26.750,248138.000
579,26.250,260548.000
580,27.500,305259.000
581,39.250,2129037.000
582,26.500,272579.000
583,27.250,282682.000
584,29.500,299606.000
585,27.750,322506.000
586,33.500,820988.000
587,33.000,623144.000
588,26.750,287442.000
589,29.000,348120.000
590,29.000,378953.000
591,27.500,279333.000
592,27.500,286383.000
593,24.250,260410.000
594,27.750,265074.000
595,25.750,255460.000
596,27.000,263757.000
597,27.250,272821.000
598,42.000,2228535.000
599,27.500,274240.000
600,24.250,240998.000
601,27.500,319508.000
602,26.250,288768.000
603,27.000,261534.000
604,27.500,282336.000
605,26.750,275110.000
606,32.500,708148.000
607,25.250,273182.000
608,26.500,246282.000
609,25.000,252715.000
610,27.500,275187.000
611,26.750,257404.000
612,26.500,253512.000
613,27.000,251467.000
614,25.250,264594.000
615,25.250,238356.000
616,25.500,275578.000
617,27.250,297724.000
618,22.000,231986.000
619,24.250,250827.000
620,24.500,231502.000
621,23.500,229031.000
622,24.000,227386.000
623,24.250,236839.000
624,24.250,255636.000
625,28.000,297700.000
626,23.750,229685.000
627,26.250,255585.000
628,26.750,243992.000
629,24.250,229156.000
630,23.250,258716.000
631,21.250,230157.000
632,20.750,216615.000
633,24.250,281204.000
634,21.250,197264.000
635,26.500,260392.000
636,35.500,1731315.000
637,26.000,240378.000
638,22.750,193183.000
639,20.500,195686.000
640,10.750,122544.000
641,18.250,188711.000
642,27.000,290290.000
643,37.000,1736820.000
644,26.750,266798.000
645,27.000,272280.000
646,27.500,274781.000
647,28.000,287249.000
648,27.750,290269.000
649,28.000,361083.000
650,25.250,259608.000
651,26.500,260795.000
652,27.000,258680.000
653,27.000,270892.000
654,27.250,278289.000
655,27.250,297344.000
656,27.250,263133.000
657,24.750,256200.000
658,27.250,269108.000
659,26.750,266423.000
660,27.750,285155.000
661,25.750,260602.000
662,26.500,260286.000
663,26.250,255952.000
664,24.500,246323.000
665,26.750,254166.000
666,25.250,249137.000
667,27.000,259423.000
668,27.250,279592.000
669,28.000,355335.000
670,25.250,253156.000
671,25.250,252541.000
672,27.500,300140.000
673,31.000,453746.000
674,27.500,283355.000
675,27.000,278662.000
676,26.000,260548.000
677,27.500,307996.000
678,25.000,250995.000
679,27.250,253861.000
680,24.250,238640.000
681,27.250,264854.000
682,27.250,257446.000
683,24.500,240769.000
684,26.500,251424.000
685,20.500,197331.000
686,25.000,243242.000
687,23.750,230505.000
688,24.500,250047.000
689,26.250,263005.000
690,24.000,242811.000
691,26.750,247225.000
692,38.250,1632360.000
693,24.000,226906.000
694,25.000,264600.000
695,25.000,276460.000
696,27.500,262278.000
697,37.250,2038655.000
698,28.000,286948.000
699,39.500,1841150.000
700,24.750,291410.000
701,31.750,696692.000
702,18.250,174699.000
703,17.250,151984.000
704,9.250,125481.000
705,28.000,954248.000
706,26.750,270485.000
707,34.500,873262.000
708,27.500,278424.000
709,27.500,302416.000
710,30.000,319513.000
711,27.500,290331.000
712,25.750,269359.000
713,37.750,1159206.000
714,36.500,1338276.000
715,28.500,301765.000
716,28.500,308484.000
717,28.000,287915.000
718,26.500,286178.000
719,26.000,295161.000
720,27.250,270565.000
721,27.750,318853.000
722,27.000,278397.000
723,26.500,260256.000
724,27.750,272415.000
725,25.000,266206.000
726,27.000,260091.000
727,26.750,308381.000
728,27.250,267882.000
729,27.500,275294.000
730,26.750,286389.000
731,27.750,270156.000
732,25.250,255676.000
733,37.500,1845413.000
734,26.500,261722.000
735,27.750,319413.000
736,27.500,268046.000
737,26.250,300348.000
738,27.500,300967.000
739,25.500,298451.000
740,25.500,284115.000
741,26.250,295082.000
742,26.250,265120.000
743,35.000,976264.000
744,26.250,265603.000
745,28.250,318344.000
746,26.500,282750.000
747,27.250,299994.000
748,27.500,266708.000
749,37.250,1834148.000
750,39.750,2129448.000
751,29.000,271521.000
752,27.250,262599.000
753,27.250,269972.000
754,24.000,232327.000
755,26.000,242727.000
756,24.500,247259.000
757,39.250,1866928.000
758,26.000,244849.000
759,28.250,290049.000
760,27.750,294601.000
761,27.500,294277.000
762,27.500,298840.000
763,24.750,229474.000
764,24.500,238940.000
765,26.250,268685.000
766,26.500,265466.000
767,23.500,239920.000
768,11.750,190806.000
769,16.250,184536.000
770,25.750,245995.000
771,27.500,271007.000
772,37.750,1172639.000
773,39.500,2194241.000
774,27.500,279854.000
775,28.000,292565.000
776,25.000,259397.000
777,27.750,269283.000
778,27.250,268891.000
779,27.500,280898.000
780,27.000,270117.000
781,27.250,276244.000
782,27.500,300231.000
783,39.000,2155718.000
784,38.500,1994019.000
785,27.750,283754.000
786,26.250,261554.000
787,25.750,308203.000
788,27.500,264357.000
789,27.250,298050.000
790,27.250,267803.000
791,24.750,247014.000
792,27.500,281154.000
793,26.750,257671.000
794,24.750,242975.000
795,26.750,290001.000
796,21.000,203501.000
797,27.750,333668.000
798,25.750,256186.000
799,27.750,269981.000
800,28.250,335463.000
801,25.750,257322.000
802,27.250,266821.000
803,26.250,300696.000
804,34.750,1123848.000
805,25.500,245476.000
806,27.750,298845.000
807,38.250,1896425.000
808,28.500,303471.000
809,26.750,252526.000
810,25.500,283613.000
811,37.750,1370758.000
812,20.000,189532.000
813,25.500,306073.000
814,27.250,283787.000
815,25.000,239453.000
816,27.000,270193.000
817,27.250,291004.000
818,19.750,184983.000
819,26.250,270906.000
820,25.250,296302.000
821,27.000,284413.000
822,28.000,288707.000
823,36.500,1066457.000
824,37.000,1304562.000
825,24.250,241003.000
826,26.750,241006.000
827,24.000,225858.000
828,26.250,236182.000
829,21.500,213341.000
830,21.250,200546.000
831,25.000,487866.000
832,11.250,131126.000
833,16.750,193510.000
834,27.250,273292.000
835,27.750,300882.000
836,27.500,290554.000
837,31.000,497371.000
838,24.500,249577.000
839,27.250,264881.000
840,25.000,255097.000
841,27.500,264636.000
842,26.500,294026.000
843,27.500,276173.000
844,27.250,264441.000
845,27.500,264700.000
846,39.250,1812759.000
847,38.750,1802490.000
848,27.500,282590.000
849,26.750,261316.000
850,27.000,263448.000
851,24.500,247620.000
852,27.250,258178.000
853,27.250,266464.000
854,28.250,344176.000
855,25.250,266097.000
856,27.500,258574.000
857,25.250,256617.000
858,26.000,242520.000
859,25.750,244937.000
860,25.250,248232.000
861,27.750,260385.000
862,26.250,272670.000
863,26.250,246670.000
864,27.000,253258.000
865,39.500,2111335.000
866,26.500,249026.000
867,25.500,260294.000
868,38.250,2033631.000
869,27.000,262573.000
870,27.750,314601.000
871,28.500,394463.000
872,25.500,261304.000
873,27.750,251388.000
874,26.000,308852.000
875,29.250,331839.000
876,27.500,257585.000
877,25.500,247117.000
878,28.500,265402.000
879,25.500,239389.000
880,27.250,279516.000
881,25.750,236298.000
882,26.000,243384.000
883,27.250,241836.000
884,24.750,232705.000
885,27.250,243970.000
886,40.250,2062488.000
887,26.000,239023.000
888,27.500,284043.000
889,24.750,225393.000
890,26.500,259740.000
891,24.500,221350.000
892,26.500,229796.000
893,26.000,232797.000
894,26.250,232908.000
895,23.000,470656.000
896,8.750,136599.000
897,16.000,170761.000
898,25.750,255459.000
899,26.000,249365.000
900,26.750,307988.000
901,27.000,272448.000
902,28.000,272347.000
903,29.000,278524.000
904,24.500,233177.000
905,27.000,262729.000
906,28.000,327429.000
907,27.250,291887.000
908,26.750,256831.000
909,24.500,240253.000
910,26.750,267407.000
911,26.500,286410.000
912,27.750,295831.000
913,25.000,245775.000
914,27.500,250586.000
915,24.250,234510.000
916,27.500,297238.000
917,24.250,233382.000
918,27.250,257141.000
919,26.500,301352.000
920,25.750,237749.000
921,25.250,267070.000
922,27.000,248451.000
923,26.250,240897.000
924,26.500,249679.000
925,38.750,1661509.000
926,25.000,232034.000
927,25.000,226215.000
928,26.250,282627.000
929,25.500,263050.000
930,27.000,310858.000
931,24.250,226668.000
932,27.000,238309.000
933,25.500,243513.000
934,34.250,863214.000
935,38.000,1744635.000
936,38.250,1636696.000
937,27.250,262731.000
938,26.500,265123.000
939,27.000,276180.000
940,26.500,272257.000
941,39.000,1766891.000
942,27.250,253807.000
943,25.250,242098.000
944,26.250,234210.000
945,23.750,221284.000
946,27.000,244854.000
947,33.250,652170.000
948,26.750,234164.000
949,29.250,287610.000
950,24.750,253577.000
951,23.250,189664.000
952,23.750,215662.000
953,31.000,565688.000
954,37.750,1381435.000
955,24.000,254025.000
956,24.000,588785.000
957,18.750,167879.000
958,17.750,157720.000
959,21.750,116369.000
960,7.500,135516.000
961,20.500,160600.000
962,24.250,195519.000
963,21.750,169737.000
964,21.250,216927.000
965,19.000,164350.000
966,21.500,197060.000
967,25.250,257996.000
968,26.750,259982.000
969,23.250,226894.000
970,14.750,133628.000
971,13.500,130681.000
972,18.750,231548.000
973,15.500,211568.000
974,21.250,425790.000
975,17.250,176333.000
976,23.750,493239.000
977,22.250,374471.000
978,18.500,190581.000
979,17.500,180379.000
980,17.250,166832.000
981,18.500,200330.000
982,18.000,173483.000
983,18.250,166109.000
984,19.000,219542.000
985,21.000,366864.000
986,16.000,155567.000
987,18.500,265059.000
988,19.500,216306.000
989,18.250,185612.000
990,19.250,222198.000
991,17.500,162525.000
992,17.000,155639.000
993,17.500,215432.000
994,22.000,356653.000
995,17.750,142791.000
996,18.000,201927.000
997,19.500,200600.000
998,18.750,206841.000
999,17.750,220399.000
1000,17.500,204907.000
1001,18.250,230395.000
1002,18.250,202725.000
1003,19.250,238359.000
1004,17.500,163438.000
1005,18.250,207390.000
1006,19.500,230600.000
1007,23.000,435392.000
1008,17.500,224003.000
1009,23.500,416036.000
1010,18.500,215776.000
1011,17.000,170521.000
1012,16.250,155095.000
1013,21.000,123692.000
1014,15.250,176803.000
1015,15.250,181652.000
1016,12.500,126857.000
1017,11.000,104816.000
1018,4.000,37705.000
1019,3.000,29119.000
1020,2.750,20438.000
1021,1.750,10901.000
1022,0.000,0.000
1023,0.000,0.000
1024,0.000,0.000
1025,5.500,96645.000
1026,12.250,156867.000
1027,16.500,180843.000
1028,23.750,161569.000
1029,23.500,161387.000
1030,22.500,162845.000
1031,16.250,180802.000
1032,22.750,191244.000
1033,17.000,166379.000
1034,24.000,166334.000
1035,15.250,170690.000
1036,11.750,112675.000
1037,9.750,114974.000
1038,9.750,114931.000
1039,10.250,120341.000
1040,11.750,133572.000
1041,10.750,141750.000
1042,7.500,77174.000
1043,9.500,116527.000
1044,6.750,65128.000
1045,13.000,178889.000
1046,18.000,221897.000
1047,14.500,165775.000
1048,15.500,154219.000
1049,15.250,215069.000
1050,16.250,192964.000
1051,15.250,186427.000
1052,23.750,140842.000
1053,22.500,133631.000
1054,22.750,132660.000
1055,25.250,165342.000
1056,26.250,190050.000
1057,26.000,211963.000
1058,18.750,207356.000
1059,16.250,164313.000
1060,17.500,193430.000
1061,13.000,126194.000
1062,9.000,87182.000
1063,5.000,50035.000
1064,1.500,10326.000
1065,0.000,0.000
1066,0.000,0.000
1067,0.000,0.000
1068,0.000,0.000
1069,0.000,0.000
1070,0.000,0.000
1071,0.000,0.000
1072,0.000,0.000
1073,0.000,0.000
1074,0.000,0.000
1075,0.000,0.000
1076,0.000,0.000
1077,0.000,0.000
1078,0.000,0.000
1079,0.000,0.000
1080,0.000,0.000
1081,0.000,0.000
1082,0.000,0.000
1083,0.000,0.000
1084,0.000,0.000
1085,0.000,0.000
1086,0.000,0.000
1087,0.000,0.000
1088,0.500,2172.000
1089,9.750,154371.000
1090,25.500,217215.000
1091,19.250,188190.000
1092,24.000,266835.000
1093,24.500,222031.000
1094,17.750,166619.000
1095,18.000,176475.000
1096,26.000,265845.000
1097,24.750,259093.000
1098,27.000,266211.000
1099,26.750,252846.000
1100,26.500,256677.000
1101,27.750,333187.000
1102,24.500,231081.000
1103,26.750,280946.000
1104,23.250,231529.000
1105,26.250,245328.000
1106,26.250,246367.000
1107,24.500,277881.000
1108,25.250,233645.000
1109,24.500,250808.000
1110,27.000,258785.000
1111,25.000,301288.000
1112,38.750,1642075.000
1113,26.250,277957.000
1114,26.500,256021.000
1115,37.250,1517149.000
1116,23.750,230852.000
1117,26.250,261916.000
1118,24.000,229377.000
1119,26.000,238140.000
1120,26.750,295923.000
1121,26.250,234491.000
1122,26.250,298993.000
1123,35.250,1130937.000
1124,26.750,272235.000
1125,26.750,302791.000
1126,26.750,255106.000
1127,25.000,247916.000
1128,25.750,257866.000
1129,23.250,252395.000
1130,25.000,225641.000
1131,25.250,277286.000
1132,31.000,1005643.000
1133,33.000,863909.000
1134,25.750,351784.000
1135,29.250,1042169.000
1136,22.750,281045.000
1137,24.500,281450.000
1138,26.500,277205.000
1139,19.750,187383.000
1140,26.500,524267.000
1141,27.000,807805.000
1142,20.500,203754.000
1143,19.250,281418.000
1144,15.750,198968.000
1145,14.750,188314.000
1146,6.500,48290.000
1147,6.500,70798.000
1148,2.000,23223.000
1149,1.250,6816.000
1150,0.000,0.000
1151,1.250,8012.000
1152,0.250,1155.000
1153,12.750,126981.000
1154,9.000,81393.000
1155,18.500,172423.000
1156,17.250,165553.000
1157,16.000,151374.000
1158,10.000,85319.000
1159,13.000,118942.000
1160,15.250,137903.000
1161,10.000,87729.000
1162,12.750,112895.000
1163,16.250,158771.000
1164,25.000,251155.000
1165,22.250,243160.000
1166,26.000,260500.000
1167,26.750,261486.000
1168,25.500,266447.000
1169,27.250,264042.000
1170,24.250,243902.000
1171,27.000,282495.000
1172,28.000,311141.000
1173,25.500,241594.000
1174,28.750,325004.000
1175,37.750,1748927.000
1176,26.750,257582.000
1177,25.500,249137.000
1178,26.750,256790.000
1179,24.750,305720.000
1180,26.000,252023.000
1181,33.000,776626.000
1182,26.750,313682.000
1183,28.000,277783.000
1184,25.000,275675.000
1185,27.250,264703.000
1186,25.250,241909.000
1187,27.500,339223.000
1188,27.000,282954.000
1189,26.500,248618.000
1190,27.250,268542.000
1191,25.000,239896.000
1192,32.750,683232.000
1193,24.000,296078.000
1194,34.250,704597.000
1195,28.500,381216.000
1196,28.000,312163.000
1197,37.250,1560421.000
1198,34.250,856132.000
1199,25.000,310606.000
1200,26.250,241898.000
1201,25.750,289230.000
1202,26.250,239323.000
1203,24.500,252924.000
1204,26.750,284240.000
1205,31.750,647104.000
1206,26.750,243818.000
1207,36.000,1122531.000
1208,33.750,1235242.000
1209,27.250,260391.000
1210,24.000,236910.000
1211,25.750,227407.000
1212,23.000,256938.000
1213,36.750,1130635.000
1214,35.500,1079626.000
1215,24.250,239084.000
1216,10.250,165081.000
1217,16.500,175933.000
1218,21.500,213527.000
1219,22.250,217041.000
1220,10.000,92198.000
1221,8.000,70906.000
1222,5.250,40792.000
1223,26.500,264467.000
1224,12.500,113987.000
1225,0.750,3820.000
1226,9.750,93790.000
1227,15.250,146551.000
1228,10.000,87532.000
1229,1.250,6889.000
1230,1.000,5388.000
1231,13.750,123458.000
1232,5.500,44540.000
1233,19.000,171879.000
1234,0.250,1116.000
1235,0.500,2569.000
1236,8.750,70451.000
1237,15.250,137093.000
1238,0.750,3523.000
1239,6.750,53417.000
1240,0.750,4441.000
1241,15.000,140042.000
1242,0.500,2327.000
1243,1.000,4954.000
