 ,%Area,IntDen
147,30.500,1076569
148,28.750,760727
149,32.750,1308282
150,32.000,1046765
151,32.750,1348558
152,29.250,873226
153,32.000,1103290
154,28.500,750554
155,28.000,760863
156,27.750,723493
157,28.250,795839
158,21.500,630450
159,24.750,978568
160,21.250,555387
161,29.500,1111093
162,28.250,724290
163,33.250,1336960
164,28.000,1159496
165,32.750,1260324
166,28.500,779159
167,29.750,791479
168,33.000,1438703
169,28.250,726687
170,27.000,757488
171,29.000,770590
172,29.000,756753
173,27.750,711019
174,29.000,789875
175,29.500,740949
176,28.000,751276
177,26.750,736969
178,27.000,696249
179,28.500,1132753
180,27.000,700543
181,16.000,396679
182,21.250,556865
183,28.250,747039
184,27.500,663747
185,28.500,760007
186,27.000,657247
187,28.000,694221
188,23.000,658171
189,21.000,595085
190,19.750,534366
191,11.500,410318
192,4.750,222743.000
193,27.000,631195
194,28.250,715787
195,28.500,787785
196,28.250,804782
197,30.000,826864
198,33.250,1395975
199,30.000,1054738
200,33.750,1445601
201,28.500,824482
202,29.250,809909
203,33.250,1419433
204,28.750,789860
205,33.000,1310919
206,29.250,788386
207,29.250,828979.000
208,29.250,771724
209,30.000,922351
210,26.000,766308
211,30.000,1092021
212,29.750,784476
213,28.000,789153
214,33.250,1416987
215,30.250,802677
216,31.500,1371432
217,33.250,1309879
218,28.250,766717
219,32.500,1329754
220,32.250,1192771
221,28.500,833919
222,32.000,1117728
223,30.500,1258225
224,33.000,1198505
225,28.250,816421
226,31.750,1210567
227,33.250,1331051
228,28.250,779902
229,26.750,651454
230,25.000,644900
231,21.750,574752
232,19.500,498769.000
233,22.750,586125
234,33.000,1224254
235,29.000,796708
236,29.750,749691
237,29.250,805942
238,28.500,792468
239,31.250,841018
240,29.250,783860
241,32.750,1234884
242,32.750,1299697
243,32.000,1232092
244,30.250,831010
245,22.250,883492
246,30.250,802557
247,32.250,1300345
248,28.500,792928
249,29.500,790138
250,29.500,1217802
251,24.500,637709
252,27.750,708168
253,28.500,715656
254,30.250,722555
255,23.000,678717
256,9.500,420794.000
257,19.000,583311
258,29.000,725409
259,32.750,1322166
260,33.750,1319199
261,29.000,797835
262,30.750,815253
263,34.250,1508841
264,28.000,772953
265,30.250,1348308
266,29.000,783895
267,29.250,817884
268,33.750,1331723
269,34.250,1379102
270,28.750,774673
271,28.000,768439
272,29.000,776784
273,29.250,829792
274,33.000,1288559
275,28.750,768943
276,32.000,865019
277,28.750,779069
278,28.500,763150
279,28.500,771814
280,29.000,742950
281,34.000,1391705
282,31.000,1241186
283,30.750,789444
284,28.500,777928
285,30.750,836832
286,30.250,936320.000
287,28.500,718817
288,29.750,756857
289,28.250,748892
290,33.250,1303074
291,30.750,813985
292,31.500,1237904
293,32.000,814875
294,32.750,1350969
295,28.750,732280
296,29.500,741445
297,29.250,786290
298,30.500,785076
299,32.000,1179777
300,33.000,1358660
301,30.500,820125
302,28.750,859961
303,29.250,775428
304,31.750,1377065
305,32.750,1213632
306,32.250,1287008
307,32.000,1296452
308,32.750,1399528
309,35.250,1367543
310,32.250,1114046
311,31.250,1058695
312,29.250,824857
313,33.000,1252155
314,30.750,1180067
315,30.750,761757
316,28.750,729912
317,32.250,1208154
318,32.500,1209618
319,28.750,1126889
320,12.500,460900
321,26.250,631116
322,28.000,730418
323,31.000,786474
324,29.250,782355
325,28.000,776877
326,30.750,832319
327,32.250,1263040
328,28.000,750130
329,28.750,786553
330,32.250,1077580
331,31.250,828712.000
332,29.000,803978
333,29.750,771555
334,33.000,1365880
335,28.250,758447
336,28.250,754349
337,28.500,768691
338,30.250,838581
339,28.750,820268
340,30.000,767413
341,32.000,1185396
342,28.500,759025
343,30.000,909550
344,29.000,793469
345,33.250,1294646
346,35.000,1354900
347,31.250,806517
348,29.000,791251
349,28.750,732356
350,32.750,1168119
351,32.750,1323431
352,33.000,1244916
353,29.250,776577
354,33.000,1423708
355,32.750,1181866
356,29.000,738670
357,29.250,735701
358,28.750,718284
359,33.000,1257840
360,29.250,724576
361,30.250,737623
362,31.750,810103
363,28.500,729262
364,31.000,848637.000
365,32.250,1316990
366,28.000,695555
367,31.500,1175999
368,29.250,759590
369,31.250,961567
370,35.000,1368919
371,28.250,754543
372,32.250,1158223
373,29.000,710661
374,27.000,690617
375,30.000,1271969
376,29.000,714118
377,28.500,728135
378,31.250,1010329.000
379,32.750,1194611
380,28.000,746946
381,28.250,716921
382,29.750,863837.000
383,27.500,655847
384,12.500,431524
385,27.500,652781
386,29.000,760282
387,33.000,1264890
388,30.000,778044
389,29.000,779531
390,28.500,786877
391,33.250,1421725
392,30.500,810740
393,32.250,1108818
394,33.500,1127139
395,31.000,804445
396,28.500,799231
397,33.250,1209484
398,29.250,769417
399,28.250,776048
400,29.250,767486
401,30.750,820860
402,31.250,818465
403,34.000,1319205
404,30.750,865342
405,28.750,790001
406,28.750,734976
407,28.250,730152
408,32.750,1297056
409,31.250,774558
410,29.500,772901
411,30.000,767101
412,29.000,726862
413,33.250,1280098
414,28.250,755969
415,29.000,766467
416,33.250,1303643
417,29.000,766314
418,31.250,735988
419,29.250,756486
420,32.500,1288577
421,32.750,1097880
422,29.500,736136
423,31.000,761471
424,29.500,738717
425,30.750,732129
426,28.250,748138
427,28.000,690561
428,28.250,733057
429,29.750,748278
430,30.500,765659
431,32.250,1164223
432,29.000,786960
433,30.500,780210
434,28.500,737246
435,31.500,948083
436,32.000,1204177
437,29.000,753909
438,30.000,779196
439,28.750,757415
440,30.250,743029
441,33.000,1306072
442,28.000,735360
443,32.500,1205259
444,28.000,707244
445,32.000,1075964
446,28.250,661411
447,29.000,659938
448,12.000,452561.000
449,24.000,926513.000
450,28.500,759641
451,29.250,753396
452,29.750,767353
453,28.500,748179
454,27.750,759826
455,34.250,1411447
456,31.250,831288.000
457,29.250,783332
458,30.250,805016
459,33.250,1353554
460,29.500,823385
461,28.750,788716
462,28.500,757508
463,31.500,794845
464,33.000,1289335
465,29.500,778457
466,29.750,761688
467,29.250,800715
468,27.250,729864
469,29.750,815162
470,31.250,766332
471,32.500,1131625
472,30.500,762122
473,30.750,787891
474,29.500,775291
475,30.000,750355
476,31.250,1254410
477,32.000,781975
478,34.750,1414000
479,33.000,1370832
480,33.000,1162084
481,29.000,733459
482,29.250,757061
483,31.750,1337574
484,33.250,1301648
485,33.000,1274169
486,33.250,1227213
487,33.250,1141684
488,29.000,761037
489,32.500,1114942
490,29.000,698873
491,28.250,720978
492,28.750,808509
493,28.750,781275
494,30.500,742279
495,31.500,1108204
496,32.500,1277640
497,28.000,725840
498,30.500,1232431
499,32.000,1179028
500,28.750,722974
501,31.000,838019
502,28.250,739980
503,33.000,1240666
504,31.500,769859
505,28.000,739360
506,33.500,1214307
507,31.500,1117535
508,29.500,1057290
509,23.000,552797
510,28.000,683932
511,29.750,610948
512,5.750,175046
513,21.750,614444
514,28.750,709402
515,27.750,723256
516,28.500,728741
517,29.500,777223
518,29.000,748393
519,33.750,1226312
520,33.250,1388916
521,30.250,801767
522,29.250,780884
523,30.750,790532
524,31.500,1109776
525,29.500,767722
526,29.000,802404
527,30.750,814963
528,29.250,777250
529,33.000,1391756
530,28.250,749522
531,29.000,731493
532,30.250,785891
533,28.250,735400
534,31.750,770903
535,33.000,1288930
536,28.750,752650
537,28.500,727109
538,29.250,724549
539,28.500,713844
540,32.750,1249169
541,33.000,978542
542,28.250,736914
543,32.750,1145293
544,33.750,1297163
545,28.250,739180
546,29.250,811239
547,28.500,691656
548,32.250,1216247
549,28.750,721387
550,32.750,1264296
551,29.500,749862
552,27.750,697091
553,27.250,707462
554,28.750,712068
555,29.500,724288
556,33.250,1293968
557,32.250,1191428
558,30.250,725511
559,28.500,699559
560,28.500,726820
561,27.750,678607
562,28.000,658940
563,28.000,692726
564,28.250,709266
565,32.750,1161748
566,29.250,771908
567,28.750,734937
568,28.250,690160
569,27.750,688182
570,28.500,707619
571,30.000,1073619
572,28.000,684853
573,30.000,728328
574,30.250,1053041
575,25.500,667068
576,12.000,405604
577,20.000,532330
578,28.250,699557
579,28.000,727016
580,28.250,735861
581,32.250,1283699
582,30.500,769726
583,29.750,787592
584,30.250,811136
585,33.250,1407917
586,32.250,1292289
587,29.000,843148
588,29.500,794835
589,33.000,1405221
590,29.500,823704.000
591,30.500,764851
592,29.250,778699
593,28.500,750632
594,28.750,727095
595,29.750,754123
596,30.250,769677
597,29.500,766261
598,33.000,1292770
599,28.500,734509
600,29.000,701569
601,29.000,750425
602,29.750,776955
603,30.250,738095
604,29.250,735228
605,31.000,777701
606,29.000,840728.000
607,29.000,777339
608,29.000,691892
609,28.750,721752
610,29.500,770343
611,28.250,728572
612,29.500,709271
613,28.000,696654
614,27.500,708221
615,28.250,686668
616,28.750,755317
617,29.000,763635
618,23.500,616064
619,26.000,638336
620,25.000,625396
621,24.500,622755
622,25.250,615659
623,28.750,681113
624,27.750,714769
625,30.000,1179303
626,28.500,677476
627,27.750,705505
628,29.000,686351
629,28.750,668036
630,25.500,1022290
631,25.750,806724
632,24.000,602155
633,25.500,962607
634,24.500,583715
635,28.000,702505
636,31.750,1136064
637,28.000,683148
638,26.750,634103
639,23.500,621180
640,12.500,398879
641,19.500,547417
642,32.000,1261733
643,31.500,1133587
644,29.000,746106
645,29.750,783229
646,30.500,790554
647,29.750,805329
648,29.250,794542
649,33.750,1390664
650,28.500,753657
651,28.500,744539
652,29.000,761740
653,31.250,782669
654,29.250,787930
655,30.000,813840
656,29.250,740140
657,31.250,779027
658,29.000,736917
659,30.750,753783
660,31.500,788938
661,28.750,732087
662,28.750,711972
663,28.750,712922
664,29.500,733639
665,28.750,723444
666,30.500,731362
667,27.750,714553
668,29.250,753518
669,33.500,1221452
670,28.000,700208
671,28.750,717040
672,29.750,761925
673,32.500,1293147
674,28.500,751564
675,28.250,734698
676,28.750,714751
677,29.500,1132823
678,26.500,693099
679,28.750,715016
680,28.250,697429
681,30.000,743800
682,28.750,717365
683,29.250,699422
684,28.500,704023
685,23.250,564162
686,28.000,700999
687,27.500,671780
688,29.750,724209
689,28.000,721223
690,30.750,745198
691,27.750,684135
692,30.250,1128907
693,28.000,695118
694,28.750,867611
695,29.000,712947
696,28.750,747917
697,32.500,1244679
698,30.000,750083
699,30.250,1117124
700,32.000,1168769
701,31.750,1188783
702,21.250,503851
703,18.750,474768
704,11.500,367414
705,25.500,972298
706,28.500,727963
707,32.750,1256524
708,30.750,786161
709,29.000,805953
710,32.250,855446.000
711,30.250,806520
712,28.500,757757
713,35.000,1395545
714,34.000,1404404
715,30.500,863730.000
716,30.750,823197.000
717,31.000,779184
718,28.500,793430
719,32.000,1171594
720,28.750,754127
721,33.250,1328108
722,29.250,796948
723,30.000,744701
724,27.500,725319
725,29.250,790255
726,29.000,721482
727,32.000,1223133
728,31.250,752376
729,28.750,744181
730,31.000,758286
731,28.250,710692
732,28.750,727400
733,30.750,1183516
734,29.000,735242
735,30.250,774163
736,28.750,747537
737,30.750,791968
738,29.500,795160
739,28.000,719831
740,28.500,787493
741,28.750,755167
742,29.250,732793
743,33.500,1275881
744,30.750,758531
745,28.750,783088
746,28.500,792890
747,34.250,1347196
748,29.000,725657
749,32.750,1189465
750,33.000,1282849
751,29.500,720027
752,27.750,710444
753,28.750,734633
754,28.750,686569
755,28.000,697904
756,29.000,700564
757,33.250,1212932
758,28.500,720454
759,31.250,795207
760,28.750,745555
761,30.000,761704
762,32.250,1200430
763,28.000,662870
764,28.250,702258
765,33.500,1240957
766,31.000,741733
767,25.250,672518
768,13.750,483148.000
769,20.750,761094
770,29.000,725371
771,29.750,770497
772,34.000,1413235
773,35.000,1380866
774,30.250,765457
775,29.000,918496.000
776,29.750,762329
777,28.500,762097
778,30.750,791342
779,31.500,828333
780,29.000,799994
781,29.250,801223
782,32.500,1349349
783,33.250,1371388
784,33.250,1288735
785,31.250,779039
786,28.250,736030
787,28.250,745711
788,28.750,732188
789,30.250,781174
790,28.750,767772
791,29.250,725525
792,28.000,757436
793,28.250,730084
794,28.750,711894
795,28.000,707601
796,22.500,557599
797,29.250,785658
798,28.250,710794
799,30.000,737159
800,33.750,1348865
801,28.750,721719
802,28.750,716694
803,33.000,1251438
804,33.000,1307096
805,28.750,718798
806,31.750,821403.000
807,33.000,1237515
808,29.750,771670
809,28.500,704436
810,29.250,767703
811,31.500,1106293
812,23.500,555997
813,32.750,1240741
814,27.750,731666
815,29.000,687698
816,29.750,731507
817,29.250,726618
818,20.750,506873.000
819,28.500,708918
820,33.000,1183374
821,29.250,737357
822,31.000,799612
823,33.750,1322181
824,32.250,1290824
825,28.250,692909
826,28.750,711372
827,30.000,702166
828,28.250,708089
829,26.250,922815
830,25.250,593671
831,24.750,810434
832,13.000,418403
833,20.750,593651
834,28.500,758731
835,32.750,1236716
836,31.500,810282
837,31.500,1231059
838,27.500,732516
839,29.000,756266
840,29.250,752035
841,29.000,773119
842,30.750,810210
843,30.750,789892
844,28.750,765336
845,29.500,760461
846,32.250,1219858
847,32.750,1206742
848,29.000,793842
849,29.750,741726
850,28.750,732550
851,27.750,738037
852,28.250,720966
853,30.500,748912
854,30.250,982021.000
855,29.000,745129
856,28.250,701703
857,28.500,712392
858,28.750,711794
859,28.750,706964
860,30.500,752126
861,28.750,739399
862,29.500,741953
863,28.500,698657
864,28.000,687869
865,32.750,1237813
866,28.750,727047
867,30.000,772481
868,32.250,1239782
869,29.750,739382
870,33.250,1296625
871,28.500,804626
872,28.500,723430
873,29.250,706849
874,28.000,730128
875,34.000,1276135
876,29.000,739681
877,31.000,739663
878,29.500,731811
879,28.500,684223
880,28.250,719530
881,29.500,692383
882,29.250,712173
883,28.250,682033
884,30.250,710062
885,28.250,687802
886,32.500,1240017
887,29.000,692162
888,33.500,1281725
889,28.000,670463
890,29.250,729324
891,31.000,704284
892,28.500,685625
893,28.250,674525
894,28.000,681827
895,23.750,690808
896,11.000,353880
897,18.000,537521
898,27.500,731802
899,27.500,708967
900,29.500,778840
901,27.750,727368
902,26.500,692254
903,29.500,818346
904,29.250,719741
905,30.250,756257
906,33.500,1317693
907,32.500,1299558
908,28.500,722989
909,27.250,695886
910,28.500,757762
911,30.000,756602
912,33.000,1284307
913,29.250,721422
914,28.500,700834
915,28.750,699228
916,28.250,748514
917,29.500,709718
918,28.250,701495
919,31.250,1115577
920,28.500,687911
921,28.000,693887
922,28.000,693803
923,27.750,684552
924,29.750,710979
925,31.000,1063676
926,27.500,661254
927,28.250,664356
928,29.500,1124019
929,32.750,1163949
930,32.500,1183980
931,30.500,697941
932,28.250,672314
933,28.250,704143
934,33.000,1263711
935,30.750,1152757
936,32.500,1069061
937,28.250,693744
938,33.000,1192698
939,31.250,937479.000
940,28.750,701203
941,32.750,1138454
942,28.750,709762
943,28.750,701340
944,28.750,670392
945,29.250,707468
946,29.000,723858
947,32.250,1219380
948,31.000,720700
949,31.500,948123
950,31.500,1028948
951,28.500,636216
952,29.000,687374
953,32.750,1252171
954,31.750,1029019
955,30.500,1049110
956,21.250,705913
957,22.750,579432
958,20.750,534886
959,27.250,443610.000
960,8.750,362392
961,24.250,428342
962,27.000,578786
963,26.750,574462
964,30.250,873956
965,25.750,579287
966,27.000,623340
967,21.000,592679
968,28.000,633612
969,27.750,626346
970,16.250,449475
971,15.500,429852.000
972,20.500,583971
973,19.500,687920
974,23.000,899180.000
975,22.500,602145
976,23.000,799038
977,21.500,794274
978,20.500,576898
979,20.500,580862
980,20.000,555788
981,21.500,621358
982,20.500,558818
983,20.000,549548
984,22.000,616284
985,21.750,842560
986,20.750,545328
987,19.250,582929
988,20.750,610480
989,20.750,584996
990,21.000,595112
991,20.750,544255
992,19.500,522669.000
993,20.250,594034
994,21.500,671458
995,26.500,540242
996,21.000,585280
997,26.000,563208
998,22.000,794074
999,20.500,605019
1000,20.000,586857
1001,19.500,573720
1002,20.750,564670
1003,23.750,878211
1004,20.500,543151
1005,22.250,751941
1006,22.000,595554
1007,23.750,796568
1008,19.250,570969
1009,23.500,764355
1010,21.250,582097
1011,18.500,534723
1012,20.750,529802
1013,26.750,469842
1014,18.750,501665.000
1015,16.250,448172
1016,14.250,392565
1017,13.000,337151
1018,5.000,114541.000
1019,3.500,68495
1020,3.000,55664
1021,2.000,32169
1022,0.000,0
1023,0.000,0
1024,0.000,0
1025,5.750,206830.000
1026,14.500,460901
1027,20.000,632116
1028,27.500,560202
1029,27.500,555286
1030,26.500,562784
1031,20.500,591632
1032,26.750,589751
1033,20.250,574941
1034,27.500,589388
1035,18.000,562872
1036,13.250,380489
1037,10.000,359141
1038,12.000,364945
1039,12.000,385391
1040,14.000,459789.000
1041,13.250,445065.000
1042,10.000,281924
1043,12.000,405856
1044,7.750,218394
1045,15.750,510913
1046,18.500,582186
1047,17.500,565593
1048,18.250,533640
1049,17.250,581455
1050,20.000,568158
1051,16.250,515304
1052,28.000,494455
1053,28.000,475740.000
1054,27.250,470245
1055,29.000,540417
1056,29.000,564538
1057,30.500,609647
1058,19.250,542253
1059,20.500,547153
1060,19.000,537286
1061,16.000,422909
1062,10.750,280674
1063,5.750,156979
1064,1.750,31808
1065,0.000,0
1066,0.000,0
1067,0.000,0
1068,0.000,0
1069,0.000,0
1070,0.000,0
1071,0.000,0
1072,0.000,0
1073,0.000,0
1074,0.000,0
1075,0.000,0
1076,0.000,0
1077,0.000,0
1078,0.000,0
1079,0.000,0
1080,0.000,0
1081,0.000,0
1082,0.000,0
1083,0.000,0
1084,0.000,0
1085,0.000,0
1086,0.000,0
1087,0.000,0
1088,0.000,0
1089,11.250,394881
1090,29.500,695272
1091,20.500,537858
1092,29.500,913112.000
1093,28.500,710184
1094,20.000,500965.000
1095,19.750,522907
1096,29.000,1130926
1097,29.500,779093
1098,28.250,772439
1099,28.250,740392
1100,29.000,752395
1101,28.250,767625
1102,25.750,656671
1103,29.250,1237219
1104,27.750,707175
1105,28.250,710323
1106,28.500,726112
1107,26.750,687526
1108,27.500,680522
1109,27.500,726725
1110,27.750,719897
1111,33.000,1321264
1112,32.500,1128715
1113,30.500,1046875
1114,30.000,731575
1115,30.000,1087039
1116,26.000,658635
1117,28.250,717989
1118,31.750,725985
1119,28.250,691312
1120,29.250,744220
1121,29.000,685356
1122,30.750,1168395
1123,32.500,1090269
1124,31.750,990688.000
1125,31.750,1166600
1126,28.000,741019
1127,29.500,750937
1128,27.500,699379
1129,30.750,1165210
1130,27.750,695237
1131,31.250,1114442
1132,26.750,963847.000
1133,32.000,1096472
1134,30.000,850240
1135,26.750,980089
1136,24.500,683238
1137,29.000,730116
1138,32.250,1069494
1139,23.250,602424
1140,25.500,922221.000
1141,24.500,843526
1142,24.750,654301
1143,20.500,589264
1144,18.500,496993
1145,16.500,604373
1146,7.500,162261
1147,7.000,205026.000
1148,2.000,31213
1149,0.000,0
1150,0.000,0
1151,0.000,0
1152,0.000,0
1153,15.250,429052.000
1154,10.750,255864
1155,19.250,489607
1156,19.250,489648.000
1157,19.000,471820
1158,11.500,255466
1159,15.000,356178
1160,16.750,406866
1161,11.750,257903.000
1162,13.750,319511
1163,18.750,454176
1164,27.250,714089
1165,25.250,662556
1166,29.500,750482
1167,28.500,735457
1168,30.250,772306
1169,29.500,744091
1170,28.000,700379
1171,28.250,755704
1172,32.500,1276580
1173,29.250,716751
1174,30.000,873388.000
1175,32.500,1274249
1176,28.250,725182
1177,28.750,723314
1178,28.250,732579
1179,29.250,762037
1180,29.750,760743
1181,30.750,933926
1182,32.000,820856
1183,29.000,796315
1184,28.500,756514
1185,28.750,757107
1186,29.000,716417
1187,33.000,1315156
1188,29.750,782887
1189,30.000,727591
1190,28.250,730963
1191,27.500,679540
1192,32.250,1224310
1193,30.500,798676
1194,34.000,1373858
1195,32.500,1153528
1196,28.750,794009
1197,33.500,1288388
1198,31.500,1162233
1199,32.000,790840
1200,28.750,729516
1201,27.750,709111
1202,29.250,745323
1203,28.500,719116
1204,28.000,707114
1205,30.250,853681
1206,29.750,714684
1207,29.000,946737.000
1208,31.250,1076033
1209,28.000,729692
1210,30.000,743257
1211,28.000,702108
1212,29.250,706397
1213,31.500,993021.000
1214,31.000,997998
1215,27.750,615034
1216,11.250,423350
1217,20.500,582723
1218,24.500,642490
1219,24.000,627957
1220,10.750,256568.000
1221,9.750,207109
1222,6.000,112431
1223,30.250,763332
1224,13.250,311161
1225,0.000,0
1226,12.750,279254
1227,17.500,418694.000
1228,11.500,250816
1229,0.000,0
1230,0.250,2038
1231,15.500,348298
1232,6.250,122920
1233,21.750,506698.000
1234,0.000,0
1235,0.000,0
1236,9.250,197545
1237,17.500,406115
1238,0.000,0
1239,7.500,147429
1240,0.000,0
1241,16.000,393807
1242,0.000,0
1243,0.000,0
1244,0.000,0
1245,22.500,531967
1246,19.000,623262
1247,21.750,519741
1248,6.750,114782
1249,9.500,194685
1250,20.250,468009
1251,14.750,332751
1252,21.500,522457
1253,21.500,548764
1254,19.250,469839.000
1255,19.000,454163
1256,21.500,524464
1257,23.000,559078
1258,17.250,456348.000
1259,27.750,683730
1260,28.000,728273
1261,30.750,725479
1262,29.000,724926
1263,32.500,1207312
1264,28.500,724592
1265,32.500,1163314
1266,27.750,672290
1267,26.750,642997
1268,28.500,741986
1269,28.000,696369
1270,29.250,707442
1271,29.250,895868
1272,27.750,669044
1273,31.000,1217980
1274,30.500,707481
1275,28.250,694541
1276,29.250,683090
1277,28.250,773390
1278,26.500,628748
1279,28.250,774324
1280,26.000,437192
1281,19.750,559311
1282,22.500,566164
1283,21.500,547519
1284,11.750,281981
1285,1.000,10198
1286,14.000,324880
1287,1.000,9795
1288,12.000,252102
1289,6.250,119875
1290,12.000,262737
1291,0.000,0
1292,0.000,0
1293,11.250,253064
1294,2.000,24051
1295,0.000,0
1296,16.500,406385
1297,0.000,0
1298,0.000,0
1299,0.000,0
1300,0.250,2121
1301,22.500,535671
1302,18.750,438904
1303,0.000,0
1304,4.000,64267.000
1305,11.250,251743.000
1306,7.000,130319
1307,10.750,219250
1308,22.500,535565
1309,28.250,694238
1310,28.000,662314
1311,28.250,694441
1312,29.500,756286
1313,22.000,533495
1314,30.500,736876
1315,28.250,752596
1316,27.500,676217
1317,27.750,711862
1318,31.250,732809
1319,34.750,1325530
1320,29.750,795708
1321,32.500,1245885
1322,29.750,806796
1323,28.250,703780
1324,33.000,1215278
1325,31.250,796614
1326,27.750,699282
1327,28.000,653137
1328,26.250,622438
1329,27.750,699944
1330,28.500,705862
1331,32.750,1202291
1332,28.000,695479
1333,28.000,702314
1334,27.750,659115
1335,28.750,676138
1336,28.250,698270
1337,28.500,687575
1338,33.000,1156758
1339,28.250,679383
1340,27.500,658815
1341,28.250,649390
1342,27.750,667914
1343,26.250,628746
1344,17.000,478455
1345,20.500,569194
1346,29.000,920954.000
1347,23.000,585983
1348,12.000,274810
1349,12.750,283223
1350,11.500,266734
1351,13.250,300506
1352,16.250,374064
1353,6.000,108001
1354,13.250,297460
1355,11.000,237517
1356,9.000,176980
1357,9.250,192250
1358,18.250,427624
1359,11.500,255232.000
1360,16.000,376015
1361,28.500,684908
1362,25.750,596403
1363,25.000,627801
1364,24.250,596549
1365,32.500,1202988
1366,27.500,698137
1367,28.250,691090
1368,28.750,698204
1369,29.750,751557
1370,29.000,732509
1371,33.250,1294403
1372,28.000,721782
1373,27.750,691896
1374,29.500,716812
1375,30.250,724324
1376,28.250,704682
1377,27.750,733525
1378,32.250,1208972
1379,28.000,694217
1380,29.250,701738
1381,28.750,753107
1382,30.500,785127
1383,29.500,830142
1384,33.000,1307905
1385,28.750,834104.000
1386,33.000,1225361
1387,33.250,1210236
1388,30.250,768860
1389,32.500,1158861
1390,32.500,1283939
1391,27.750,674405
1392,32.500,1225091
1393,31.750,950105.000
1394,28.750,752429
1395,29.750,693878
1396,28.750,732886
1397,28.250,672521
1398,29.000,969617
1399,29.250,778058
1400,30.250,818120
1401,32.500,1163347
1402,33.000,1259499
1403,30.000,1249369
1404,28.500,685959
1405,27.750,655036
1406,29.750,681171
1407,28.000,710597
1408,27.000,513388
1409,19.750,529154
1410,32.500,1128812
1411,23.750,598893
1412,14.500,351911
1413,12.250,257249.000
1414,14.500,368963
1415,11.500,245271
1416,18.250,437454
1417,11.500,249178.000
1418,13.750,312189
1419,20.500,496825
1420,18.500,445202.000
1421,24.000,875270.000
1422,22.750,535829
1423,21.500,500465.000
1424,17.500,405123
1425,28.750,725498
1426,23.500,582243
1427,20.000,478480
1428,24.750,631532
1429,28.000,685686
1430,31.000,720190
1431,28.750,713985
1432,29.500,715129
1433,32.750,1253548
1434,28.250,719670
1435,28.250,700794
1436,28.000,691155
1437,30.500,763300
1438,28.750,710734
1439,32.250,1298761
1440,30.500,1169639
1441,32.000,1179820
1442,29.250,1221728
1443,32.750,1156520
1444,32.250,1163219
1445,28.000,713993
1446,28.750,753434
1447,29.250,696557
1448,32.500,1182139
1449,31.000,1094600
1450,31.750,810946
1451,27.500,692734
1452,33.000,1172479
1453,28.000,658891
1454,28.250,722284
1455,31.250,1169649
1456,28.000,679537
1457,27.500,722499
1458,28.000,709362
1459,32.500,1122820
1460,30.000,1123271
1461,31.750,1082764
1462,28.750,688618
1463,33.500,1270441
1464,28.000,721997
1465,32.250,1270115
