 ,%Area,IntDen
143,31.000,1086783.000
144,33.250,978686.000
145,30.000,938620.000
146,33.000,1174308.000
147,34.250,1354248.000
148,32.250,988527.000
149,35.500,1722399.000
150,33.250,1206307.000
151,37.750,2713583.000
152,32.250,1298751.000
153,34.500,1615770.000
154,33.250,1161094.000
155,34.250,1197775.000
156,32.750,961559.000
157,32.750,1315299.000
158,24.500,981865.000
159,32.000,3054896.000
160,22.500,782966.000
161,33.750,1245815.000
162,33.750,973588.000
163,43.500,4283954.000
164,33.250,1421086.000
165,33.750,1544291.000
166,33.500,1263632.000
167,32.250,1191479.000
168,38.500,3583047.000
169,33.250,966735.000
170,33.500,1344662.000
171,33.000,1141658.000
172,34.750,1205533.000
173,31.750,927492.000
174,33.000,1356752.000
175,31.750,961713.000
176,32.000,1091078.000
177,33.750,1262010.000
178,33.250,960660.000
179,38.000,2172593.000
180,34.500,1225909.000
181,19.500,547256.000
182,23.500,728278.000
183,32.250,1289898.000
184,32.500,970232.000
185,33.250,1318278.000
186,31.250,894693.000
187,35.250,1330449.000
188,27.500,1220618.000
189,26.250,1005176.000
190,21.750,704288.000
191,14.000,813349.000
192,6.250,342585.000
193,32.250,918649.000
194,33.000,984756.000
195,34.250,1188724.000
196,33.500,1133850.000
197,33.500,1108772.000
198,42.750,4105923.000
199,37.250,2392337.000
200,44.500,4509204.000
201,33.000,1287558.000
202,36.250,1191529.000
203,42.750,4541274.000
204,33.000,1022325.000
205,37.250,1589868.000
206,32.750,950764.000
207,30.250,981009.000
208,31.750,974525.000
209,37.000,1385378.000
210,33.000,1146551.000
211,33.250,1292330.000
212,34.000,1037745.000
213,32.000,998069.000
214,38.000,2482051.000
215,35.250,1291110.000
216,41.250,4293976.000
217,41.250,4024838.000
218,38.750,1222155.000
219,43.000,4147634.000
220,35.250,1581485.000
221,32.750,1309148.000
222,36.000,2808055.000
223,38.500,2852477.000
224,34.250,1419044.000
225,33.750,1514782.000
226,36.750,1851643.000
227,43.250,4260450.000
228,33.500,1266262.000
229,27.750,795898.000
230,29.500,900103.000
231,25.000,1064876.000
232,22.750,736631.000
233,28.250,874649.000
234,40.750,3055048.000
235,33.000,1253961.000
236,32.500,941768.000
237,33.000,1307229.000
238,34.250,1318314.000
239,34.500,1536320.000
240,33.500,1259258.000
241,37.000,1695492.000
242,40.250,2493328.000
243,37.250,1999329.000
244,36.250,1596908.000
245,33.500,2933086.000
246,35.750,1404154.000
247,41.000,3901776.000
248,33.250,1278525.000
249,33.500,1390215.000
250,38.750,3154450.000
251,29.750,1082739.000
252,33.000,1074150.000
253,32.750,1128968.000
254,32.750,1053361.000
255,28.000,1225178.000
256,12.750,953307.000
257,24.750,828126.000
258,32.500,974388.000
259,38.500,2337998.000
260,43.500,3718458.000
261,30.750,982829.000
262,31.000,991727.000
263,45.000,4778304.000
264,32.500,1013618.000
265,41.500,4306873.000
266,36.000,1173119.000
267,33.500,1156696.000
268,33.750,1409394.000
269,41.750,3884000.000
270,32.500,976848.000
271,30.500,967982.000
272,34.500,1033150.000
273,36.000,1363529.000
274,42.000,3889783.000
275,33.750,998558.000
276,33.250,1053705.000
277,31.500,1029227.000
278,30.500,949638.000
279,34.250,1126897.000
280,32.000,995705.000
281,43.500,4746536.000
282,35.000,1494567.000
283,30.750,968784.000
284,33.750,1159995.000
285,31.250,1098080.000
286,33.000,1319244.000
287,32.500,963992.000
288,35.000,1198385.000
289,33.000,1131659.000
290,35.500,1791261.000
291,33.250,1244718.000
292,36.750,1913807.000
293,33.250,1128784.000
294,41.250,4368164.000
295,34.750,1080171.000
296,33.750,1106780.000
297,36.500,1376641.000
298,33.750,1187657.000
299,33.500,1276523.000
300,40.250,4083837.000
301,33.250,1186912.000
302,34.250,1325714.000
303,36.250,1542127.000
304,40.750,3758830.000
305,36.000,1488274.000
306,41.500,2846512.000
307,36.750,1723677.000
308,42.500,4493693.000
309,41.250,3432955.000
310,36.750,1581237.000
311,34.000,1409853.000
312,35.000,1301431.000
313,42.750,4171401.000
314,35.250,1389472.000
315,35.000,1104787.000
316,34.500,1018478.000
317,33.500,1266016.000
318,42.750,3764512.000
319,35.000,3570226.000
320,14.000,796862.000
321,32.250,1035107.000
322,32.500,953556.000
323,30.750,966336.000
324,33.250,968654.000
325,30.500,951923.000
326,33.000,1197213.000
327,38.000,1516943.000
328,36.000,1122748.000
329,33.250,1042475.000
330,35.000,1323658.000
331,33.250,1030799.000
332,31.750,965822.000
333,31.500,945001.000
334,40.250,4164988.000
335,34.500,1020803.000
336,32.750,1001334.000
337,33.250,986501.000
338,33.000,1358202.000
339,32.750,1169993.000
340,31.250,927975.000
341,39.250,3171727.000
342,35.250,1074170.000
343,37.000,2050693.000
344,34.250,1244236.000
345,37.750,2046239.000
346,43.500,3888041.000
347,32.500,1142217.000
348,33.750,1128724.000
349,32.250,974501.000
350,34.250,1648241.000
351,40.500,4085976.000
352,37.250,1558980.000
353,33.500,1070369.000
354,41.750,4321121.000
355,34.500,1349641.000
356,33.000,1036356.000
357,33.000,1090799.000
358,32.750,944072.000
359,36.500,1444256.000
360,33.000,974350.000
361,32.500,934801.000
362,34.750,1264307.000
363,32.750,1008853.000
364,35.250,1663712.000
365,41.000,3458724.000
366,33.500,950312.000
367,42.250,3724034.000
368,35.500,1154015.000
369,36.250,1489999.000
370,40.250,3724063.000
371,33.750,1174168.000
372,33.750,1433242.000
373,31.000,894255.000
374,32.500,925328.000
375,41.000,3493573.000
376,33.500,941524.000
377,33.250,1083374.000
378,33.250,1195698.000
379,38.500,2542035.000
380,33.250,1072307.000
381,31.250,1107359.000
382,34.500,1290419.000
383,35.250,1051135.000
384,15.500,930114.000
385,32.750,1093688.000
386,32.250,1001753.000
387,33.500,1611670.000
388,33.750,955572.000
389,31.500,974932.000
390,35.250,1215205.000
391,40.000,3849623.000
392,36.250,1243904.000
393,40.750,2731289.000
394,36.250,1522333.000
395,31.000,954766.000
396,33.000,1165243.000
397,35.000,1437381.000
398,32.500,987344.000
399,35.000,1139275.000
400,33.000,983999.000
401,32.250,1103572.000
402,31.750,957984.000
403,40.500,3626935.000
404,34.000,1249194.000
405,33.000,1161214.000
406,35.000,999466.000
407,33.500,1002292.000
408,36.000,1560854.000
409,32.750,952015.000
410,33.500,1118747.000
411,32.750,1106163.000
412,32.750,951929.000
413,38.500,2539556.000
414,34.250,1210030.000
415,34.750,1192438.000
416,40.000,3758884.000
417,33.250,1085577.000
418,31.750,928857.000
419,33.500,1102739.000
420,39.250,2695899.000
421,42.000,3087557.000
422,35.750,1102327.000
423,33.500,972412.000
424,33.250,941521.000
425,30.500,920829.000
426,33.000,1078124.000
427,31.000,904659.000
428,33.750,1137203.000
429,36.250,1289675.000
430,33.500,1084920.000
431,35.250,1514364.000
432,32.750,1070941.000
433,33.250,1033905.000
434,31.250,890151.000
435,32.750,1270931.000
436,42.500,3710485.000
437,36.250,1247836.000
438,33.750,1404333.000
439,33.250,1310295.000
440,34.750,1106293.000
441,38.250,2836141.000
442,31.250,1000623.000
443,38.250,2355090.000
444,33.500,1017289.000
445,34.000,1264558.000
446,33.000,852712.000
447,34.250,973970.000
448,16.250,1238166.000
449,29.750,2484251.000
450,33.000,1055819.000
451,30.250,918631.000
452,32.750,960279.000
453,32.750,988833.000
454,33.750,1172565.000
455,43.250,4232081.000
456,34.500,1167307.000
457,32.750,981881.000
458,31.250,1055632.000
459,42.500,3789142.000
460,35.750,1339766.000
461,34.250,1291449.000
462,33.250,995887.000
463,34.000,1014631.000
464,33.500,1304685.000
465,31.250,959923.000
466,33.000,947159.000
467,33.000,1100855.000
468,33.500,1070213.000
469,34.250,1294369.000
470,33.250,954293.000
471,33.250,1286496.000
472,30.750,930813.000
473,33.500,1071445.000
474,32.750,1054710.000
475,33.000,1099020.000
476,38.500,2254027.000
477,33.250,1055315.000
478,42.750,4437801.000
479,44.250,4270109.000
480,40.000,3045879.000
481,32.750,1031415.000
482,34.500,1268019.000
483,42.250,3510338.000
484,39.250,3456321.000
485,35.250,1445939.000
486,39.000,2157899.000
487,33.500,1246036.000
488,34.500,1192538.000
489,35.250,1395575.000
490,32.250,930504.000
491,34.750,1047549.000
492,34.000,1241804.000
493,34.000,1230198.000
494,32.750,917371.000
495,38.750,2966292.000
496,40.000,3893818.000
497,34.250,1382279.000
498,41.250,4178516.000
499,41.750,3648611.000
500,34.750,1221704.000
501,36.250,1387762.000
502,33.000,1058598.000
503,39.500,3535160.000
504,30.500,1019794.000
505,33.500,1114393.000
506,31.750,1237513.000
507,34.750,1405886.000
508,36.250,1407318.000
509,27.000,734167.000
510,33.000,927413.000
511,30.250,720550.000
512,7.000,255767.000
513,24.250,916996.000
514,32.500,893161.000
515,31.250,1091730.000
516,33.000,986645.000
517,33.250,1045382.000
518,32.500,1004351.000
519,34.250,1374309.000
520,40.000,3941955.000
521,33.250,1062739.000
522,32.000,1056697.000
523,33.250,1089741.000
524,35.000,1287330.000
525,33.250,1084440.000
526,32.750,1121530.000
527,32.500,980342.000
528,32.750,946153.000
529,43.250,4377149.000
530,33.250,1094944.000
531,32.500,947680.000
532,34.500,1158030.000
533,32.500,966804.000
534,32.750,953534.000
535,34.500,1379937.000
536,31.500,1092469.000
537,33.500,1077488.000
538,33.500,950262.000
539,32.750,948701.000
540,36.000,1435559.000
541,34.750,1152925.000
542,32.750,989978.000
543,33.750,1389151.000
544,42.250,3483309.000
545,35.250,1151458.000
546,34.750,1627187.000
547,33.250,936792.000
548,39.250,3537239.000
549,33.250,928243.000
550,41.000,3718658.000
551,32.000,1085444.000
552,31.750,920051.000
553,33.500,1063250.000
554,33.000,1059104.000
555,34.000,1038253.000
556,39.250,3682627.000
557,39.250,3368736.000
558,32.000,919016.000
559,31.500,883930.000
560,32.500,1161300.000
561,33.250,1048986.000
562,31.500,881257.000
563,33.000,982860.000
564,32.250,974828.000
565,32.250,1241219.000
566,34.000,1223735.000
567,30.250,1036855.000
568,32.000,897916.000
569,32.500,1089292.000
570,35.250,1134764.000
571,34.250,1252685.000
572,32.750,989981.000
573,33.000,1165507.000
574,32.000,1168025.000
575,28.000,1070622.000
576,13.500,619459.000
577,20.750,694263.000
578,31.750,900847.000
579,33.250,969432.000
580,33.750,1078100.000
581,35.250,1281313.000
582,32.000,967358.000
583,33.250,987539.000
584,32.750,1003568.000
585,42.000,4103144.000
586,41.250,3318426.000
587,34.250,1412066.000
588,35.250,1108850.000
589,41.000,4114232.000
590,33.250,1098741.000
591,32.750,968836.000
592,33.000,1069549.000
593,34.000,1019461.000
594,33.000,982042.000
595,34.000,969375.000
596,32.750,951272.000
597,32.000,948910.000
598,34.750,1342770.000
599,32.750,1055877.000
600,32.000,923791.000
601,33.500,1213925.000
602,35.500,1187752.000
603,33.250,940968.000
604,32.500,1025440.000
605,33.250,1129439.000
606,32.750,1093499.000
607,34.250,1367322.000
608,32.500,924502.000
609,35.250,1098183.000
610,33.750,1140585.000
611,33.500,1075878.000
612,29.750,887751.000
613,31.500,892331.000
614,32.000,1023218.000
615,32.000,918697.000
616,37.500,1275423.000
617,34.000,1200706.000
618,28.250,1086935.000
619,27.000,964791.000
620,28.750,795538.000
621,26.750,788665.000
622,29.000,820250.000
623,32.000,905633.000
624,33.000,1094336.000
625,38.750,3691403.000
626,31.750,900160.000
627,32.750,986116.000
628,29.750,842497.000
629,30.250,851017.000
630,34.500,3302317.000
631,33.750,2029454.000
632,28.750,906196.000
633,35.500,3125811.000
634,28.000,782299.000
635,33.250,1036264.000
636,30.250,1238643.000
637,32.500,924158.000
638,28.500,803665.000
639,28.250,1000514.000
640,14.500,571232.000
641,22.500,743242.000
642,41.750,3904542.000
643,37.000,1352502.000
644,33.000,1008640.000
645,34.000,1019015.000
646,32.250,954578.000
647,33.750,1091168.000
648,33.500,1125418.000
649,42.500,4221029.000
650,34.750,1013455.000
651,32.750,999150.000
652,32.500,939986.000
653,32.500,933954.000
654,32.750,1050331.000
655,33.250,1282171.000
656,32.750,963127.000
657,33.000,1000139.000
658,32.500,950840.000
659,31.250,934887.000
660,33.500,949896.000
661,29.750,914143.000
662,33.500,970381.000
663,32.750,966946.000
664,32.000,941505.000
665,32.750,936388.000
666,29.750,899747.000
667,32.000,900253.000
668,30.500,1010544.000
669,42.500,3633498.000
670,31.750,969159.000
671,33.000,967320.000
672,34.250,1185524.000
673,39.750,3807843.000
674,33.250,1061719.000
675,31.250,1039241.000
676,31.250,1015385.000
677,40.000,3498065.000
678,33.500,1073827.000
679,33.250,959252.000
680,32.000,920931.000
681,32.500,930077.000
682,30.250,881381.000
683,30.500,875689.000
684,32.750,911366.000
685,26.500,745081.000
686,32.750,1030554.000
687,32.750,1027921.000
688,33.000,1060245.000
689,32.000,1039743.000
690,30.500,1023918.000
691,33.000,887190.000
692,31.750,1220776.000
693,33.000,892017.000
694,37.500,2092958.000
695,33.250,1022657.000
696,34.500,1200785.000
697,34.250,1303175.000
698,33.250,1036767.000
699,35.500,1472326.000
700,39.500,3612290.000
701,39.250,3342152.000
702,27.750,882080.000
703,22.750,820049.000
704,13.000,625928.000
705,29.500,1591308.000
706,32.750,1057183.000
707,40.000,2961635.000
708,33.250,982204.000
709,33.750,1109202.000
710,34.250,1175135.000
711,34.250,1068200.000
712,35.000,1075255.000
713,45.250,3438082.000
714,39.750,2854473.000
715,34.250,1215241.000
716,33.750,1048478.000
717,34.000,995098.000
718,34.750,1201565.000
719,41.250,3424613.000
720,34.250,1034051.000
721,40.000,3711103.000
722,32.750,1089202.000
723,31.000,921589.000
724,32.750,964847.000
725,33.500,1325229.000
726,33.500,981431.000
727,40.000,3734725.000
728,33.500,946930.000
729,30.250,906451.000
730,31.500,1013406.000
731,33.250,1030502.000
732,33.000,972347.000
733,35.000,1443590.000
734,32.750,996588.000
735,34.000,1049337.000
736,32.750,945264.000
737,30.500,1161242.000
738,34.500,1224236.000
739,32.000,1035031.000
740,33.500,1475130.000
741,35.250,1268330.000
742,32.750,994558.000
743,37.750,2821033.000
744,32.250,957426.000
745,33.750,1205901.000
746,35.250,1475142.000
747,39.500,4330442.000
748,33.250,1087098.000
749,37.250,1469467.000
750,34.250,1422462.000
751,34.000,965447.000
752,34.750,1067805.000
753,31.500,1005586.000
754,31.500,880893.000
755,33.000,1125712.000
756,34.000,1033820.000
757,35.000,1472675.000
758,32.250,1000900.000
759,33.250,1233722.000
760,34.500,1116292.000
761,33.000,1092932.000
762,39.750,3596492.000
763,34.500,926672.000
764,33.500,1204196.000
765,40.500,3909551.000
766,35.000,1196660.000
767,30.000,1129119.000
768,17.000,985006.000
769,26.500,1772036.000
770,33.500,983033.000
771,37.750,1162493.000
772,42.250,3220166.000
773,36.250,1566018.000
774,33.250,983251.000
775,38.000,1880545.000
776,33.750,997655.000
777,33.250,990716.000
778,33.500,984151.000
779,33.250,972761.000
780,32.750,1086804.000
781,34.250,1228178.000
782,41.250,4180519.000
783,35.750,1611625.000
784,35.250,1410331.000
785,33.750,969272.000
786,29.250,904713.000
787,33.250,1084837.000
788,33.250,1012727.000
789,33.750,1149988.000
790,32.500,1045794.000
791,29.500,886085.000
792,33.000,1094738.000
793,29.750,908690.000
794,33.000,932201.000
795,33.500,1052273.000
796,31.000,809680.000
797,34.250,1178711.000
798,29.750,900963.000
799,32.250,921145.000
800,40.750,4113950.000
801,32.750,950352.000
802,33.750,1062282.000
803,41.250,4063341.000
804,39.750,3196211.000
805,33.250,948329.000
806,35.250,1219554.000
807,33.500,1426642.000
808,31.250,1074076.000
809,33.000,925226.000
810,36.500,1357753.000
811,35.000,1734637.000
812,27.500,751116.000
813,40.500,3766863.000
814,32.250,1063493.000
815,30.750,864172.000
816,33.250,1055304.000
817,35.250,1123085.000
818,27.500,710224.000
819,33.000,1025377.000
820,40.500,3630735.000
821,33.750,1114740.000
822,33.500,1196621.000
823,39.000,3143318.000
824,39.500,2751597.000
825,32.250,926105.000
826,33.500,1099605.000
827,35.000,1024255.000
828,33.500,1167205.000
829,33.750,2791627.000
830,27.250,830189.000
831,28.500,1021432.000
832,15.500,600332.000
833,25.250,1027803.000
834,33.500,1087952.000
835,43.750,3632935.000
836,34.000,1086353.000
837,38.000,3196173.000
838,33.000,978624.000
839,34.250,1035166.000
840,34.500,1018156.000
841,33.000,955153.000
842,34.250,1138529.000
843,32.750,942194.000
844,32.000,936774.000
845,33.250,994002.000
846,36.500,1396654.000
847,35.750,1378923.000
848,34.000,1057588.000
849,32.500,955511.000
850,32.750,966607.000
851,34.250,1051936.000
852,33.000,939491.000
853,32.000,928966.000
854,38.000,2229725.000
855,32.250,1044368.000
856,32.250,934384.000
857,35.250,1110615.000
858,33.000,935927.000
859,32.750,932200.000
860,33.250,1069225.000
861,32.000,906802.000
862,30.000,978716.000
863,33.250,894459.000
864,30.750,909015.000
865,32.750,1218121.000
866,33.500,1043150.000
867,35.250,1235336.000
868,34.500,1531730.000
869,32.250,920709.000
870,41.000,3747504.000
871,34.250,1340371.000
872,34.000,1051436.000
873,32.500,936548.000
874,36.000,1186831.000
875,42.750,4022931.000
876,32.750,950859.000
877,31.000,893073.000
878,32.500,908331.000
879,31.000,885501.000
880,33.750,1086453.000
881,34.000,935486.000
882,34.500,1133792.000
883,32.250,890802.000
884,30.750,873441.000
885,33.750,880628.000
886,33.000,1172281.000
887,32.250,875940.000
888,41.250,4415885.000
889,32.750,914293.000
890,34.250,1132582.000
891,31.750,854002.000
892,32.250,837938.000
893,31.750,865297.000
894,33.000,959733.000
895,26.750,1067642.000
896,13.250,715234.000
897,21.250,822297.000
898,31.500,1011616.000
899,30.500,979759.000
900,32.500,1202928.000
901,34.250,1126700.000
902,34.500,997415.000
903,38.250,1523822.000
904,33.500,925208.000
905,32.750,982362.000
906,41.250,3925818.000
907,43.500,3957433.000
908,33.250,955435.000
909,32.750,924379.000
910,33.500,1104901.000
911,33.250,1014693.000
912,42.500,3697673.000
913,32.500,914646.000
914,32.500,934333.000
915,33.750,935510.000
916,34.250,1067857.000
917,30.250,868988.000
918,33.250,915371.000
919,39.750,2992907.000
920,33.250,907827.000
921,34.500,1051103.000
922,32.500,898337.000
923,31.750,865771.000
924,30.250,1012197.000
925,34.500,1210276.000
926,32.250,868956.000
927,32.250,872324.000
928,40.500,3666886.000
929,41.500,3644192.000
930,42.000,3577303.000
931,31.500,864610.000
932,32.500,864442.000
933,31.500,1076763.000
934,38.750,3103810.000
935,37.000,1592218.000
936,35.250,1261399.000
937,33.750,992976.000
938,38.250,3459092.000
939,36.750,2208417.000
940,31.250,971169.000
941,34.000,1201149.000
942,33.000,1013747.000
943,34.250,1111738.000
944,33.250,917125.000
945,34.500,1029716.000
946,34.000,1175032.000
947,40.250,3300726.000
948,35.500,1014017.000
949,43.500,2501698.000
950,41.250,3052989.000
951,33.250,833067.000
952,36.000,1088948.000
953,41.750,3520752.000
954,33.750,1291322.000
955,37.250,2872426.000
956,22.250,772539.000
957,26.750,771729.000
958,24.750,741482.000
959,32.250,648073.000
960,11.250,584689.000
961,31.750,768379.000
962,32.000,861750.000
963,30.750,814757.000
964,37.750,2328121.000
965,30.500,806116.000
966,31.750,946264.000
967,31.250,852763.000
968,38.250,1068382.000
969,31.500,916809.000
970,18.250,555839.000
971,17.250,589654.000
972,25.750,890397.000
973,25.000,1741639.000
974,26.500,1912010.000
975,23.750,866627.000
976,25.250,1457523.000
977,25.250,1436873.000
978,24.000,876575.000
979,25.500,992719.000
980,23.000,743743.000
981,23.750,1024014.000
982,23.750,788444.000
983,22.250,692326.000
984,24.500,1061554.000
985,29.000,2151228.000
986,24.250,737335.000
987,22.750,949663.000
988,24.750,1082042.000
989,23.500,1027569.000
990,25.000,958530.000
991,24.250,727277.000
992,21.750,692307.000
993,26.250,1283421.000
994,25.250,973177.000
995,31.250,786316.000
996,23.250,938106.000
997,35.750,1119776.000
998,27.250,2155742.000
999,26.250,1178564.000
1000,24.500,1012958.000
1001,24.250,1055734.000
1002,23.250,807153.000
1003,28.500,2352038.000
1004,23.250,700295.000
1005,27.750,1777213.000
1006,24.750,930178.000
1007,28.500,1648970.000
1008,22.500,1039278.000
1009,27.750,1302170.000
1010,25.000,943938.000
1011,21.500,959558.000
1012,24.250,829423.000
1013,33.000,673842.000
1014,22.750,867926.000
1015,20.500,750241.000
1016,18.000,793381.000
1017,13.750,518516.000
1018,6.750,181511.000
1019,5.000,147468.000
1020,3.750,91797.000
1021,2.500,37689.000
1022,1.000,9251.000
1023,0.500,3389.000
1024,0.250,1565.000
1025,7.250,564781.000
1026,16.000,734917.000
1027,22.750,1145850.000
1028,29.000,674836.000
1029,29.750,700452.000
1030,31.000,752236.000
1031,23.750,898816.000
1032,33.500,1175186.000
1033,24.750,758988.000
1034,30.750,730650.000
1035,19.000,875756.000
1036,13.000,467397.000
1037,13.250,586219.000
1038,14.000,663790.000
1039,15.750,653455.000
1040,16.500,618495.000
1041,15.000,753705.000
1042,11.250,365583.000
1043,13.250,524276.000
1044,8.750,296344.000
1045,19.750,816044.000
1046,21.500,918717.000
1047,23.500,1005959.000
1048,22.000,728970.000
1049,20.750,1137260.000
1050,20.500,797108.000
1051,19.500,775233.000
1052,33.500,684890.000
1053,33.000,695185.000
1054,33.500,727746.000
1055,34.750,1031460.000
1056,33.250,986270.000
1057,34.250,922753.000
1058,25.750,899260.000
1059,22.500,738205.000
1060,23.000,842736.000
1061,18.250,583294.000
1062,13.250,393125.000
1063,6.250,202576.000
1064,3.000,55797.000
1065,0.500,5375.000
1066,0.750,5550.000
1067,0.000,0.000
1068,0.000,0.000
1069,0.250,1789.000
1070,0.000,0.000
1071,0.000,0.000
1072,0.250,1785.000
1073,0.000,0.000
1074,0.000,0.000
1075,0.000,0.000
1076,0.000,0.000
1077,0.000,0.000
1078,0.000,0.000
1079,0.000,0.000
1080,0.000,0.000
1081,0.250,1585.000
1082,0.000,0.000
1083,0.000,0.000
1084,0.000,0.000
1085,0.000,0.000
1086,0.000,0.000
1087,0.000,0.000
1088,0.000,0.000
1089,14.250,950626.000
1090,29.750,802930.000
1091,23.750,816812.000
1092,35.500,1866511.000
1093,33.250,890543.000
1094,23.000,651700.000
1095,24.000,693806.000
1096,38.500,3410427.000
1097,33.000,1185548.000
1098,32.500,1180212.000
1099,30.500,1101223.000
1100,32.500,1193564.000
1101,34.250,1245595.000
1102,33.000,917424.000
1103,39.750,3890909.000
1104,31.000,904653.000
1105,31.500,889987.000
1106,30.000,859252.000
1107,29.500,888241.000
1108,31.000,850516.000
1109,33.000,1185704.000
1110,32.750,1018883.000
1111,40.000,4083397.000
1112,33.500,1385124.000
1113,38.000,2753982.000
1114,33.000,1033816.000
1115,36.250,1583731.000
1116,33.000,922108.000
1117,33.000,1105935.000
1118,31.750,900350.000
1119,32.500,889446.000
1120,32.500,1156876.000
1121,32.500,880024.000
1122,38.500,3562101.000
1123,36.750,1871096.000
1124,39.250,2411766.000
1125,39.000,3106976.000
1126,33.250,1207237.000
1127,34.250,1190947.000
1128,31.500,949427.000
1129,38.750,3545706.000
1130,33.250,1192040.000
1131,37.750,2977814.000
1132,28.500,1336777.000
1133,38.000,2293918.000
1134,36.750,2061544.000
1135,30.500,1402753.000
1136,29.250,1209472.000
1137,34.500,1288659.000
1138,38.250,2858212.000
1139,27.750,816415.000
1140,34.250,2145339.000
1141,29.000,1145316.000
1142,29.000,1007998.000
1143,26.750,1463038.000
1144,21.500,874900.000
1145,23.250,1859889.000
1146,10.750,251396.000
1147,9.750,513774.000
1148,4.250,212645.000
1149,1.500,19061.000
1150,1.000,11003.000
1151,0.500,3273.000
1152,0.000,0.000
1153,15.500,542482.000
1154,13.500,419578.000
1155,22.250,639646.000
1156,23.000,659164.000
1157,22.250,621069.000
1158,13.250,333084.000
1159,16.500,451726.000
1160,18.500,510913.000
1161,13.500,332151.000
1162,15.500,410984.000
1163,20.750,593633.000
1164,32.750,990603.000
1165,29.500,1030969.000
1166,32.500,1120302.000
1167,33.000,924496.000
1168,31.000,1028385.000
1169,31.750,907890.000
1170,31.750,928678.000
1171,32.750,1105085.000
1172,40.250,4079199.000
1173,34.750,977880.000
1174,35.750,1592980.000
1175,35.250,1715848.000
1176,32.750,893818.000
1177,31.250,988404.000
1178,33.500,1080730.000
1179,34.750,1200725.000
1180,33.750,1244558.000
1181,34.000,1273962.000
1182,33.000,1138705.000
1183,33.750,1155118.000
1184,33.000,1144221.000
1185,33.250,1158894.000
1186,33.250,928004.000
1187,41.500,4111727.000
1188,34.000,1245538.000
1189,31.250,855376.000
1190,32.250,1019738.000
1191,32.500,940587.000
1192,41.000,3284239.000
1193,35.000,1405274.000
1194,42.000,3806824.000
