 ,Count
1,0
2,0
3,2
4,0
5,0
6,0
7,9
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,1
35,1
36,1
37,0
38,2
39,0
40,0
41,0
42,2
43,1
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,1
53,0
54,1
55,1
56,0
57,1
58,0
59,0
60,0
61,1
62,0
63,1
64,0
65,0
66,0
67,0
68,0
69,0
70,1
71,1
72,1
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,1
87,0
88,0
