 ,Count
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,1
11,0
12,1
13,0
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,2
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,2
39,1
40,0
41,0
42,0
43,0
44,2
45,1
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,1
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,0
68,0
69,0
70,2
71,0
72,0
73,0
74,1
75,1
76,0
77,1
78,2
79,3
80,3
81,3
82,4
83,5
84,3
85,1
86,2
87,1
88,1
