 ,Count
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,0
28,2
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,2
38,1
39,1
40,0
41,1
42,1
43,2
44,1
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,0
58,1
59,0
60,0
61,0
62,0
63,1
64,1
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,1
87,1
88,1
