 ,Count
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,1
27,0
28,0
29,0
30,1
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,2
41,1
42,0
43,0
44,0
45,0
46,0
47,3
48,1
49,5
50,1
51,0
52,0
53,0
54,0
55,1
56,0
57,2
58,1
59,0
60,1
61,1
62,3
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,2
71,1
72,0
