 ,Count
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,1
13,0
14,1
15,0
16,0
17,6
18,3
19,2
20,1
21,0
22,0
23,0
24,0
25,1
26,0
27,0
28,0
29,1
30,0
31,0
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,1
46,0
47,0
48,0
49,1
50,1
51,0
52,1
53,2
54,0
55,0
56,0
57,0
58,0
59,2
60,1
61,1
62,1
63,1
64,2
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,0
76,0
77,0
78,0
79,1
80,0
81,0
82,0
83,0
84,1
85,0
86,1
87,0
88,0
